Player,Pos,Opp,Pts,Pass_Att,Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,TD,Week,
Jerome Ford,RB,@ DET,1.00,0,0,0,0,0,0,1,-1,0,0,1,4,0,0,0,0,4,
Mike Gesicki,TE,@ DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,4,
Tyler Goodson,RB,@ LA,1.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,
Ollie Gordon,RB,vs NYJ,1.00,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,4,
Noah Gray,TE,vs BAL,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,
Malik Heath,WR,@ DAL,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,4,
Van Jefferson,WR,@ HOU,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,
Tez Johnson,WR,vs PHI,1.00,0,0,0,0,0,0,1,5,0,0,1,8,0,0,0,0,4,
Allen Lazard,WR,@ MIA,1.00,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,4,
Scott Matlock,RB,@ NYG,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,
Ray Ray,WR,@ ATL,1.00,0,0,0,0,0,0,0,0,0,0,1,-7,0,0,0,0,4,
Jeremy McNichols,RB,@ ATL,1.00,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,4,
Kyle Monangai,RB,@ LV,1.00,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,4,
David Montgomery,RB,vs CLE,1.00,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,4,
David Moore,WR,@ NE,1.00,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,4,
Luke Musgrave,TE,@ DAL,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,
Jaylin Noel,WR,vs TEN,1.00,0,0,0,0,0,0,1,2,0,0,1,-2,0,0,0,0,4,
Chigoziem Okonkwo,TE,@ HOU,1.00,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,
Tim Patrick,WR,@ SF,1.00,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,4,
Curtis Samuel,WR,vs NO,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,4,
Jacob Saylors,RB,vs CLE,1.00,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,4,
Jack Stoll,TE,@ BUF,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,4,
Cedric Tillman,WR,@ DET,1.00,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,
Mitchell Tinsley,WR,@ DEN,1.00,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,4,
Nick Westbrook,WR,vs NYJ,1.00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,
Jordan Whittington,WR,vs IND,1.00,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,4,
Kyle Allen,QB,vs CLE,0.00,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,4,
Michael Carter,RB,vs SEA,0.00,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,
Julius Chestnut,RB,@ HOU,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,
Re'Mahn Davis,RB,vs NO,0.00,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4,
Chimere Dike,WR,@ HOU,0.00,0,0,0,0,0,0,1,-4,0,0,0,0,0,0,0,0,4,
Joshua Dobbs,QB,vs CAR,0.00,1,0,0,0,0,0,3,-2,0,0,0,0,0,0,0,0,4,
Dillon Gabriel,QB,@ DET,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Connor Heyward,TE,vs MIN,0.00,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,
Ty Johnson,RB,vs NO,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,
Hunter Luepke,RB,vs GB,0.00,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,4,
Gardner Minshew,QB,vs BAL,0.00,0,0,0,0,0,0,2,-3,0,0,0,0,0,0,0,0,4,
Chris Moore,WR,@ ATL,0.00,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,4,
Elijah Moore,WR,vs NO,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,
Samaje Perine,RB,@ DEN,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4,
Adam Prentice,RB,vs CIN,0.00,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,4,
Dylan Sampson,RB,@ DET,0.00,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,4,
Parker Washington,WR,@ SF,0.00,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,4,
Kyle Williams,WR,vs CAR,0.00,0,0,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,4,
Russell Wilson,QB,vs LAC,0.00,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,
Isaiah Williams,WR,@ MIA,-1.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,
C.J. Stroud,QB,@ BAL,36.00,27,23,244,4,0,0,1,30,0,0,0,0,0,0,0,0,5,
Sam Darnold,QB,vs TB,35.00,34,28,341,4,1,0,0,0,0,0,0,0,0,0,0,0,5,
Dak Prescott,QB,@ NYJ,35.00,29,18,237,4,0,0,7,28,0,0,0,0,0,0,0,0,5,
Matthew Stafford,QB,vs SF,32.00,47,30,389,3,0,0,1,0,0,0,0,0,0,0,1,0,5,
Rico Dowdle,RB,vs MIA,31.00,0,0,0,0,0,0,23,206,1,0,3,28,0,0,0,0,5,
Emeka Egbuka,WR,@ SEA,31.00,0,0,0,0,0,0,0,0,0,0,7,163,1,1,0,0,5,
Jonathan Taylor,RB,vs LV,31.00,0,0,0,0,0,0,17,66,3,1,3,20,0,0,0,0,5,
Kyren Williams,RB,vs SF,31.00,0,0,0,0,0,0,14,65,0,0,8,66,2,0,1,0,5,
Baker Mayfield,QB,@ SEA,30.00,33,29,379,2,0,1,5,15,0,0,0,0,0,0,0,0,5,
Ja'Marr Chase,WR,vs DET,29.00,0,0,0,0,0,0,0,0,0,0,6,110,2,0,0,0,5,
Justin Fields,QB,vs DAL,29.00,46,32,283,2,0,2,7,26,0,0,0,0,0,0,0,0,5,
Trevor Lawrence,QB,vs KC,28.00,25,18,221,1,1,0,10,54,2,0,0,0,0,0,1,0,5,
Patrick Mahomes,QB,@ JAX,28.00,41,29,318,1,1,0,6,60,1,0,0,0,0,0,0,0,5,
Tua Tagovailoa,QB,@ CAR,28.00,36,27,256,3,0,0,1,5,0,0,0,0,0,0,0,0,5,
Jacory Croskey-Merritt,RB,@ LAC,27.00,0,0,0,0,0,0,14,111,2,0,2,39,0,0,1,0,5,
Jared Goff,QB,@ CIN,27.00,23,19,258,3,0,0,2,-2,0,0,0,0,0,0,1,0,5,
Christian McCaffrey,RB,@ LA,27.00,0,0,0,0,0,0,22,57,0,0,8,82,1,0,0,0,5,
Jaxon Smith-Njigba,WR,vs TB,27.00,0,0,0,0,0,0,0,0,0,0,8,132,1,0,0,0,5,
Javonte Williams,RB,@ NYJ,26.00,0,0,0,0,0,0,16,135,1,0,1,4,1,0,0,0,5,
Jake Browning,QB,vs DET,25.00,40,26,251,3,3,0,4,31,0,0,0,0,0,0,0,0,5,
Mac Jones,QB,@ LA,25.00,49,33,342,2,0,0,4,5,0,0,0,0,0,0,0,0,5,
Josh Allen,QB,vs NE,24.00,31,22,253,2,1,0,9,53,0,0,0,0,0,0,1,0,5,
AJ Barner,TE,vs TB,24.00,0,0,0,0,0,0,0,0,0,0,7,53,2,0,0,0,5,
Kendrick Bourne,WR,@ LA,24.00,0,0,0,0,0,0,0,0,0,0,10,142,0,0,0,0,5,
Stefon Diggs,WR,@ BUF,24.00,0,0,0,0,0,0,0,0,0,0,10,146,0,0,0,0,5,
Puka Nacua,WR,vs SF,24.00,0,0,0,0,0,0,0,0,0,0,10,85,1,0,0,0,5,
Jake Ferguson,TE,@ NYJ,23.00,0,0,0,0,0,0,0,0,0,0,7,49,2,0,0,0,5,
Jalen Hurts,QB,vs DEN,23.00,38,23,280,2,0,0,2,3,0,0,0,0,0,0,0,0,5,
Deebo Samuel,WR,@ LAC,23.00,0,0,0,0,0,0,0,0,0,0,8,96,1,0,0,0,5,
Jaylen Waddle,WR,@ CAR,23.00,0,0,0,0,0,0,0,0,0,0,6,110,1,0,0,0,5,
Rachaad White,RB,@ SEA,23.00,0,0,0,0,0,0,14,41,2,0,4,30,0,0,0,0,5,
Theo Johnson,TE,@ NO,21.00,0,0,0,0,0,0,0,0,0,0,6,33,2,0,0,0,5,
Rashid Shaheed,WR,@ NO,21.00,0,0,0,0,0,0,0,0,0,0,4,114,1,0,0,0,5,
Jaxson Dart,QB,@ NO,20.00,40,26,202,2,2,0,7,55,0,0,0,0,0,0,1,0,5,
Daniel Jones,QB,vs LV,20.00,29,20,212,2,0,0,1,2,0,0,0,0,0,0,0,0,5,
Sam LaPorta,TE,@ CIN,20.00,0,0,0,0,0,0,0,0,0,0,5,92,1,0,0,0,5,
Dillon Gabriel,QB,vs MIN,19.00,33,19,190,2,0,0,2,5,0,0,0,0,0,0,0,0,5,
Justin Jefferson,WR,@ CLE,19.00,0,0,0,0,0,0,0,0,0,0,7,123,0,0,0,0,5,
Travis Kelce,TE,@ JAX,19.00,0,0,0,0,0,0,0,0,0,0,7,61,1,0,0,0,5,
David Montgomery,RB,@ CIN,19.00,1,1,3,1,0,0,18,65,1,0,1,6,0,0,0,0,5,
Bo Nix,QB,@ PHI,19.00,39,24,242,1,0,1,3,22,0,0,0,0,0,0,0,0,5,
DeVonta Smith,WR,vs DEN,19.00,0,0,0,0,0,0,0,0,0,0,8,114,0,0,0,0,5,
Garrett Wilson,WR,vs DAL,19.00,0,0,0,0,0,0,0,0,0,0,6,71,1,0,0,0,5,
Michael Carter,RB,vs TEN,18.00,0,0,0,0,0,0,18,51,1,0,5,22,0,0,0,0,5,
Jayden Daniels,QB,@ LAC,18.00,26,15,231,1,0,0,8,39,0,0,0,0,0,0,0,0,5,
Ryan Flournoy,WR,@ NYJ,18.00,0,0,0,0,0,0,2,10,0,0,6,114,0,0,0,0,5,
Breece Hall,RB,vs DAL,18.00,0,0,0,0,0,0,14,113,0,0,4,42,0,0,1,0,5,
David Njoku,TE,vs MIN,18.00,0,0,0,0,0,0,0,0,0,0,6,67,1,0,0,0,5,
Spencer Rattler,QB,vs NYG,18.00,31,21,225,1,0,0,6,21,0,0,1,0,0,0,0,0,5,
Calvin Ridley,WR,@ ARI,18.00,0,0,0,0,0,0,0,0,0,0,5,131,0,0,0,0,5,
Amon-Ra St.,WR,@ CIN,18.00,0,0,0,0,0,0,0,0,0,0,8,100,0,0,0,0,5,
Darren Waller,TE,@ CAR,18.00,0,0,0,0,0,0,0,0,0,0,5,78,1,0,0,0,5,
Saquon Barkley,RB,vs DEN,17.00,0,0,0,0,0,0,6,30,0,0,3,58,1,0,0,0,5,
Kareem Hunt,RB,@ JAX,17.00,0,0,0,0,0,0,7,49,2,0,1,8,0,0,0,0,5,
Courtland Sutton,WR,@ PHI,17.00,0,0,0,0,0,0,0,0,0,0,8,99,0,0,0,0,5,
Mason Taylor,TE,vs DAL,17.00,0,0,0,0,0,0,0,0,0,0,9,67,0,1,0,0,5,
Jake Tonges,TE,@ LA,17.00,0,0,0,0,0,0,0,0,0,0,7,41,1,0,0,0,5,
De'Von Achane,RB,@ CAR,16.00,0,0,0,0,0,0,10,16,0,0,6,30,1,0,0,0,5,
Jahmyr Gibbs,RB,@ CIN,16.00,0,0,0,0,0,0,12,54,0,0,2,33,1,0,0,0,5,
Justin Herbert,QB,vs WAS,16.00,29,22,166,1,1,0,4,60,0,0,0,0,0,0,0,0,5,
Xavier Hutchinson,WR,@ BAL,16.00,0,0,0,0,0,0,0,0,0,0,3,18,2,0,0,0,5,
Dalton Kincaid,TE,vs NE,16.00,0,0,0,0,0,0,0,0,0,0,6,108,0,0,0,0,5,
Carson Wentz,QB,@ CLE,16.00,34,25,236,1,0,0,3,13,0,0,0,0,0,0,0,0,5,
Bryce Young,QB,vs MIA,16.00,30,19,198,2,1,0,3,1,0,0,0,0,0,0,1,0,5,
Jordan Addison,WR,@ CLE,15.00,0,0,0,0,0,0,0,0,0,0,5,41,1,0,0,0,5,
Nico Collins,WR,@ BAL,15.00,0,0,0,0,0,0,1,8,0,0,4,52,1,0,0,0,5,
Ashton Jeanty,RB,@ IND,15.00,0,0,0,0,0,0,14,67,0,0,5,42,0,0,0,0,5,
Kyler Murray,QB,vs TEN,15.00,31,23,220,0,0,0,4,25,1,0,0,0,0,0,1,0,5,
Tony Pollard,RB,@ ARI,15.00,0,0,0,0,0,0,14,67,1,0,3,11,0,0,1,0,5,
Rhamondre Stevenson,RB,@ BUF,15.00,0,0,0,0,0,0,7,14,2,0,2,13,0,0,1,0,5,
J.K. Dobbins,RB,@ PHI,14.00,0,0,0,0,0,0,20,79,1,0,1,5,0,0,0,0,5,
Ladd McConkey,WR,vs WAS,14.00,0,0,0,0,0,0,0,0,0,0,5,39,1,0,0,0,5,
Michael Pittman,WR,vs LV,14.00,0,0,0,0,0,0,0,0,0,0,5,39,1,0,0,0,5,
Cam Skattebo,RB,@ NO,14.00,0,0,0,0,0,0,15,59,0,0,6,45,0,0,1,0,5,
Tyler Warren,TE,vs LV,14.00,1,0,0,0,0,0,0,0,0,0,4,44,1,0,0,0,5,
Davante Adams,WR,vs SF,13.00,0,0,0,0,0,0,0,0,0,0,5,88,0,0,0,0,5,
Evan Engram,TE,@ PHI,13.00,0,0,0,0,0,0,0,0,0,0,4,33,1,0,0,0,5,
Marvin Harrison,WR,vs TEN,13.00,0,0,0,0,0,0,0,0,0,0,4,98,0,0,0,0,5,
Andrei Iosivas,WR,vs DET,13.00,0,0,0,0,0,0,0,0,0,0,5,82,0,0,0,0,5,
Quinshon Judkins,RB,vs MIN,13.00,0,0,0,0,0,0,23,110,0,0,1,18,0,0,0,0,5,
Jordan Mason,RB,@ CLE,13.00,0,0,0,0,0,0,13,52,1,0,3,4,0,0,1,0,5,
Tetairoa McMillan,WR,vs MIA,13.00,0,0,0,0,0,0,0,0,0,0,6,73,0,0,0,0,5,
George Pickens,WR,@ NYJ,13.00,0,0,0,0,0,0,0,0,0,0,2,57,1,0,0,0,5,
Nick Chubb,RB,@ BAL,12.00,0,0,0,0,0,0,11,61,1,0,0,0,0,0,0,0,5,
Zay Flowers,WR,vs HOU,12.00,0,0,0,0,0,0,0,0,0,0,5,72,0,0,0,0,5,
Omarion Hampton,RB,vs WAS,12.00,0,0,0,0,0,0,12,44,0,0,6,26,0,0,0,0,5,
Tory Horton,WR,vs TB,12.00,0,0,0,0,0,0,0,0,0,0,3,39,1,0,0,0,5,
Chris Olave,WR,vs NYG,12.00,0,0,0,0,0,0,0,0,0,0,7,59,0,0,0,0,5,
Cade Otton,TE,@ SEA,12.00,0,0,0,0,0,0,0,0,0,0,4,81,0,0,0,0,5,
Sterling Shepard,WR,@ SEA,12.00,0,0,0,0,0,0,1,-5,0,0,4,24,1,0,0,0,5,
Brian Thomas,WR,vs KC,12.00,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0,5,
Tyquan Thornton,WR,@ JAX,12.00,0,0,0,0,0,0,0,0,0,0,3,90,0,0,0,0,5,
Chase Brown,RB,vs DET,11.00,0,0,0,0,0,0,8,27,0,0,7,21,0,0,0,0,5,
Zach Charbonnet,RB,vs TB,11.00,0,0,0,0,0,0,9,36,1,0,1,12,0,0,0,0,5,
Keon Coleman,WR,vs NE,11.00,0,0,0,0,0,0,0,0,0,0,4,23,1,0,1,0,5,
Josh Downs,WR,vs LV,11.00,0,0,0,0,0,0,0,0,0,0,6,54,0,0,0,0,5,
Harold Fannin,TE,vs MIN,11.00,0,0,0,0,0,0,0,0,0,0,4,13,1,0,0,0,5,
Tee Higgins,WR,vs DET,11.00,0,0,0,0,0,0,0,0,0,0,3,22,1,0,0,0,5,
Cooper Kupp,WR,vs TB,11.00,0,0,0,0,0,0,0,0,0,0,6,59,0,0,0,0,5,
Xavier Legette,WR,vs MIA,11.00,0,0,0,0,0,0,0,0,0,0,2,31,1,0,0,0,5,
Drake Maye,QB,@ BUF,11.00,30,22,273,0,0,0,3,12,0,0,0,0,0,0,0,0,5,
Josh Oliver,TE,@ CLE,11.00,0,0,0,0,0,0,0,0,0,0,2,35,1,0,0,0,5,
Dalton Schultz,TE,@ BAL,11.00,0,0,0,0,0,0,0,0,0,0,5,60,0,0,0,0,5,
Keenan Allen,WR,vs WAS,10.00,0,0,0,0,0,0,0,0,0,0,5,58,0,0,0,0,5,
Dallas Goedert,TE,vs DEN,10.00,0,0,0,0,0,0,0,0,0,0,3,19,1,0,0,0,5,
Christian Kirk,WR,@ BAL,10.00,0,0,0,0,0,0,0,0,0,0,4,64,0,0,0,0,5,
Curtis Samuel,WR,vs NE,10.00,0,0,0,0,0,0,0,0,0,0,2,26,1,0,0,0,5,
Khalil Shakir,WR,vs NE,10.00,0,0,0,0,0,0,1,5,0,0,6,45,0,0,0,0,5,
Tre Tucker,WR,@ IND,10.00,0,0,0,0,0,0,1,9,0,0,4,62,0,0,0,0,5,
Xavier Worthy,WR,@ JAX,10.00,0,0,0,0,0,0,1,9,0,0,6,42,0,0,0,0,5,
Chatarius Atwell,WR,vs SF,9.00,0,0,0,0,0,0,0,0,0,0,2,72,0,0,0,0,5,
Daniel Bellinger,TE,@ NO,9.00,0,0,0,0,0,0,0,0,0,0,4,52,0,0,0,0,5,
A.J. Brown,WR,vs DEN,9.00,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,5,
Derrick Henry,RB,vs HOU,9.00,0,0,0,0,0,0,15,33,1,0,0,0,0,0,0,0,5,
T.J. Hockenson,TE,@ CLE,9.00,0,0,0,0,0,0,0,0,0,0,6,38,0,0,0,0,5,
Travis Hunter,WR/DB,vs KC,9.00,0,0,0,0,0,0,0,0,0,0,3,64,0,0,0,0,5,
Tez Johnson,WR,@ SEA,9.00,0,0,0,0,0,0,0,0,0,0,4,59,0,0,0,0,5,
Zonovan Knight,RB,vs TEN,9.00,0,0,0,0,0,0,4,11,1,0,1,13,0,0,0,0,5,
Trey McBride,TE,vs TEN,9.00,0,0,0,0,0,0,0,0,0,0,5,41,0,0,0,0,5,
Jaylin Noel,WR,@ BAL,9.00,0,0,0,0,0,0,1,5,0,0,2,13,1,0,0,0,5,
Kenneth Walker,RB,vs TB,9.00,0,0,0,0,0,0,10,86,0,0,1,0,0,0,0,0,5,
Parker Washington,WR,vs KC,9.00,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0,5,
Marquise Brown,WR,@ JAX,8.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,5,
Troy Franklin,WR,@ PHI,8.00,0,0,0,0,0,0,0,0,0,0,3,35,0,1,0,0,5,
Alvin Kamara,RB,vs NYG,8.00,0,0,0,0,0,0,8,27,0,0,4,28,0,0,0,0,5,
Chigoziem Okonkwo,TE,@ ARI,8.00,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0,5,
Albert Okwuegbunam,TE,@ IND,8.00,0,0,0,0,0,0,0,0,0,0,5,36,0,0,0,0,5,
Isiah Pacheco,RB,@ JAX,8.00,0,0,0,0,0,0,7,36,0,0,3,20,0,0,0,0,5,
Wan'Dale Robinson,WR,@ NO,8.00,0,0,0,0,0,0,1,2,0,0,5,30,0,0,0,0,5,
Isaac TeSlaa,WR,@ CIN,8.00,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,5,
Cameron Ward,QB,@ ARI,8.00,39,21,265,0,1,0,5,-6,0,0,0,0,0,0,0,0,5,
Brock Wright,TE,@ CIN,8.00,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,5,
Cam Akers,RB,@ CLE,7.00,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,5,
Andrew Beck,RB,vs DAL,7.00,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,
Kayshon Boutte,WR,@ BUF,7.00,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,5,
Emari Demercado,RB,vs TEN,7.00,0,0,0,0,0,0,3,81,0,0,0,0,0,0,1,0,5,
Ashton Dulin,WR,vs LV,7.00,0,0,0,0,0,0,0,0,0,0,2,55,0,0,0,0,5,
Travis Etienne,RB,vs KC,7.00,0,0,0,0,0,0,12,49,0,0,3,9,0,0,0,0,5,
Mitchell Evans,TE,vs MIA,7.00,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,5,
Gunnar Helm,TE,@ ARI,7.00,0,0,0,0,0,0,0,0,0,0,4,34,0,0,0,0,5,
Jayden Higgins,WR,@ BAL,7.00,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,5,
Quentin Johnston,WR,vs WAS,7.00,0,0,0,0,0,0,1,9,0,0,4,40,0,0,1,0,5,
Jakobi Meyers,WR,@ IND,7.00,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,5,
Josh Reynolds,WR,vs DAL,7.00,0,0,0,0,0,0,0,0,0,0,3,29,0,1,0,0,5,
Ameer Abdullah,RB,vs LV,6.00,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,5,
Hunter Henry,TE,@ BUF,6.00,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0,5,
Julian Hill,TE,@ CAR,6.00,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,5,
DeAndre Hopkins,WR,vs HOU,6.00,0,0,0,0,0,0,0,0,0,0,2,46,0,0,0,0,5,
Luke McCaffrey,WR,@ LAC,6.00,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,5,
Jalen Nailor,WR,@ CLE,6.00,0,0,0,0,0,0,1,15,0,0,3,27,0,0,0,0,5,
Demarcus Robinson,WR,@ LA,6.00,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,5,
Jeremy Ruckert,TE,vs DAL,6.00,0,0,0,0,0,0,0,0,0,0,4,28,0,0,0,0,5,
Brashard Smith,RB,@ JAX,6.00,0,0,0,0,0,0,1,4,0,0,3,32,0,0,0,0,5,
Jack Bech,WR,@ IND,5.00,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,5,
Tyler Conklin,TE,vs WAS,5.00,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,5,
Isaiah Davis,RB,vs DAL,5.00,0,0,0,0,0,0,1,5,0,0,3,28,0,0,0,0,5,
Jerome Ford,RB,vs MIN,5.00,0,0,0,0,0,0,5,18,0,0,2,20,0,0,0,0,5,
Chris Godwin,WR,@ SEA,5.00,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,5,
RJ Harvey,RB,@ PHI,5.00,0,0,0,0,0,0,4,12,0,0,3,18,0,0,0,0,5,
Jimmy Horn,WR,vs MIA,5.00,0,0,0,0,0,0,2,10,0,0,2,21,0,0,0,0,5,
Kyle Juszczyk,RB,@ LA,5.00,0,0,0,0,0,0,1,-1,0,0,3,21,0,0,0,0,5,
Kendre Miller,RB,vs NYG,5.00,0,0,0,0,0,0,10,41,0,0,1,8,0,0,0,0,5,
Josh Palmer,WR,vs NE,5.00,0,0,0,0,0,0,0,0,0,0,2,36,0,0,0,0,5,
Darius Slayton,WR,@ NO,5.00,0,0,0,0,0,0,0,0,0,0,3,31,0,0,1,0,5,
Geno Smith,QB,@ IND,5.00,36,25,228,0,2,0,3,8,0,0,0,0,0,0,0,0,5,
Ian Thomas,TE,@ IND,5.00,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,5,
Jordan Whittington,WR,vs SF,5.00,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,0,5,
Davis Allen,TE,vs SF,4.00,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0,5,
Mark Andrews,TE,vs HOU,4.00,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,5,
Brenden Bates,TE,@ BAL,4.00,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,5,
Isaiah Bond,WR,vs MIN,4.00,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,0,5,
James Cook,RB,vs NE,4.00,0,0,0,0,0,0,15,49,0,0,0,0,0,0,0,0,5,
TreVeyon Henderson,RB,@ BUF,4.00,0,0,0,0,0,0,6,24,0,0,2,3,0,0,0,0,5,
Samaje Perine,RB,vs DET,4.00,0,0,0,0,0,0,4,27,0,0,2,2,0,0,0,0,5,
Malik Washington,WR,@ CAR,4.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,
Dareke Young,WR,vs TB,4.00,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,5,
Elic Ayomanor,WR,@ ARI,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,5,
Dyami Brown,WR,vs KC,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,5,
Grant Calcaterra,TE,vs DEN,3.00,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,5,
Tanner Conner,TE,@ CAR,3.00,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,5,
Chimere Dike,WR,@ ARI,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,5,
Greg Dortch,WR,vs TEN,3.00,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,5,
Jahan Dotson,WR,vs DEN,3.00,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,5,
Demario Douglas,WR,@ BUF,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,5,
Trevor Etienne,RB,vs MIA,3.00,0,0,0,0,0,0,4,22,0,0,1,7,0,0,0,0,5,
Terrance Ferguson,TE,vs SF,3.00,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,5,
Mike Gesicki,TE,vs DET,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,5,
Antonio Gibson,RB,@ BUF,3.00,0,0,0,0,0,0,6,21,0,0,1,5,0,0,0,0,5,
Elijah Higgins,TE,vs TEN,3.00,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,5,
Jerry Jeudy,WR,vs MIN,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,5,
Juwan Johnson,TE,vs NYG,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,5,
Dawson Knox,TE,vs NE,3.00,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,5,
Marvin Mims,WR,@ PHI,3.00,0,0,0,0,0,0,1,9,0,0,2,10,0,0,0,0,5,
Devin Singletary,RB,@ NO,3.00,0,0,0,0,0,0,6,20,0,0,1,4,0,0,0,0,5,
JuJu Smith-Schuster,WR,@ JAX,3.00,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,5,
Brenton Strange,TE,vs KC,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,5,
Jamari Thrash,WR,vs MIN,3.00,0,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,5,
Sean Tucker,RB,@ SEA,3.00,0,0,0,0,0,0,3,3,0,0,3,-4,0,0,0,0,5,
Devaughn Vele,WR,vs NYG,3.00,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,5,
